DBGDIDR : MRC{<c>}{<q>} 1110, {#}000, <Rt>, 0000, 0000{, {#}000}
ADDR=0x34a83 NAME=MECID_A1_EL2 PAR=#0x3,#0x4,ca,c8,#0x3 : MSR MECID_A1_EL2, <Xt>
ADDR=0x34a87 NAME=MECIDR_EL2 PAR=#0x3,#0x4,ca,c8,#0x7 : MRS <Xt>, MECIDR_EL2
ADDR=0x34a90 NAME=VMECID_P_EL2 PAR=#0x3,#0x4,ca,c9,#0x0 : MRS <Xt>, VMECID_P_EL2
ADDR=0x34a90 NAME=VMECID_P_EL2 PAR=#0x3,#0x4,ca,c9,#0x0 : MSR VMECID_P_EL2, <Xt>
ADDR=0x34a91 NAME=VMECID_A_EL2 PAR=#0x3,#0x4,ca,c9,#0x1 : MRS <Xt>, VMECID_A_EL2
ADDR=0x34a91 NAME=VMECID_A_EL2 PAR=#0x3,#0x4,ca,c9,#0x1 : MSR VMECID_A_EL2, <Xt>
ADDR=0x34c00 NAME=VBAR_EL2 PAR=#0x3,#0x4,cc,c0,#0x0 : MRS <Xt>, VBAR_EL2
ADDR=0x34c00 NAME=VBAR_EL2 PAR=#0x3,#0x4,cc,c0,#0x0 : MSR VBAR_EL2, <Xt>
ADDR=0x30c00 NAME=VBAR_EL2 PAR=#0x3,#0x0,cc,c0,#0x0 : MRS <Xt>, VBAR_EL1
ADDR=0x30c00 NAME=VBAR_EL2 PAR=#0x3,#0x0,cc,c0,#0x0 : MSR VBAR_EL1, <Xt>
ADDR=0x34c01 NAME=RVBAR_EL2 PAR=#0x3,#0x4,cc,c0,#0x1 : MRS <Xt>, RVBAR_EL2
ADDR=0x34c02 NAME=RMR_EL2 PAR=#0x3,#0x4,cc,c0,#0x2 : MRS <Xt>, RMR_EL2
ADDR=0x34c02 NAME=RMR_EL2 PAR=#0x3,#0x4,cc,c0,#0x2 : MSR RMR_EL2, <Xt>
ADDR=0x34c11 NAME=VDISR_EL2 PAR=#0x3,#0x4,cc,c1,#0x1 : MRS <Xt>, VDISR_EL2
ADDR=0x34c11 NAME=VDISR_EL2 PAR=#0x3,#0x4,cc,c1,#0x1 : MSR VDISR_EL2, <Xt>
ADDR=0x30c11 NAME=VDISR_EL2 PAR=#0x3,#0x0,cc,c1,#0x1 : MRS <Xt>, DISR_EL1
ADDR=0x30c11 NAME=VDISR_EL2 PAR=#0x3,#0x0,cc,c1,#0x1 : MSR DISR_EL1, <Xt>
ADDR=0x34c80 NAME=ICH_AP0R0_EL2 PAR=#0x3,#0x4,cc,c8,#0x0 : MRS <Xt>, ICH_AP0R0_EL2
ADDR=0x34c81 NAME=ICH_AP0R1_EL2 PAR=#0x3,#0x4,cc,c8,#0x1 : MRS <Xt>, ICH_AP0R1_EL2
ADDR=0x34c82 NAME=ICH_AP0R2_EL2 PAR=#0x3,#0x4,cc,c8,#0x2 : MRS <Xt>, ICH_AP0R2_EL2
ADDR=0x34c83 NAME=ICH_AP0R3_EL2 PAR=#0x3,#0x4,cc,c8,#0x3 : MRS <Xt>, ICH_AP0R3_EL2
ADDR=0x34c80 NAME=ICH_AP0R0_EL2 PAR=#0x3,#0x4,cc,c8,#0x0 : MSR ICH_AP0R0_EL2, <Xt>
ADDR=0x34c81 NAME=ICH_AP0R1_EL2 PAR=#0x3,#0x4,cc,c8,#0x1 : MSR ICH_AP0R1_EL2, <Xt>
ADDR=0x34c82 NAME=ICH_AP0R2_EL2 PAR=#0x3,#0x4,cc,c8,#0x2 : MSR ICH_AP0R2_EL2, <Xt>
ADDR=0x34c83 NAME=ICH_AP0R3_EL2 PAR=#0x3,#0x4,cc,c8,#0x3 : MSR ICH_AP0R3_EL2, <Xt>
ADDR=0x34c90 NAME=ICH_AP1R0_EL2 PAR=#0x3,#0x4,cc,c9,#0x0 : MRS <Xt>, ICH_AP1R0_EL2
ADDR=0x34c91 NAME=ICH_AP1R1_EL2 PAR=#0x3,#0x4,cc,c9,#0x1 : MRS <Xt>, ICH_AP1R1_EL2
ADDR=0x34c92 NAME=ICH_AP1R2_EL2 PAR=#0x3,#0x4,cc,c9,#0x2 : MRS <Xt>, ICH_AP1R2_EL2
ADDR=0x34c93 NAME=ICH_AP1R3_EL2 PAR=#0x3,#0x4,cc,c9,#0x3 : MRS <Xt>, ICH_AP1R3_EL2
ADDR=0x34c90 NAME=ICH_AP1R0_EL2 PAR=#0x3,#0x4,cc,c9,#0x0 : MSR ICH_AP1R0_EL2, <Xt>
ADDR=0x34c91 NAME=ICH_AP1R1_EL2 PAR=#0x3,#0x4,cc,c9,#0x1 : MSR ICH_AP1R1_EL2, <Xt>
ADDR=0x34c92 NAME=ICH_AP1R2_EL2 PAR=#0x3,#0x4,cc,c9,#0x2 : MSR ICH_AP1R2_EL2, <Xt>
ADDR=0x34c93 NAME=ICH_AP1R3_EL2 PAR=#0x3,#0x4,cc,c9,#0x3 : MSR ICH_AP1R3_EL2, <Xt>
ADDR=0x34c95 NAME=ICC_SRE_EL2 PAR=#0x3,#0x4,cc,c9,#0x5 : MRS <Xt>, ICC_SRE_EL2
ADDR=0x34c95 NAME=ICC_SRE_EL2 PAR=#0x3,#0x4,cc,c9,#0x5 : MSR ICC_SRE_EL2, <Xt>
ADDR=0x34cb0 NAME=ICH_HCR_EL2 PAR=#0x3,#0x4,cc,cb,#0x0 : MRS <Xt>, ICH_HCR_EL2
ADDR=0x34cb0 NAME=ICH_HCR_EL2 PAR=#0x3,#0x4,cc,cb,#0x0 : MSR ICH_HCR_EL2, <Xt>
ADDR=0x34cb1 NAME=ICH_VTR_EL2 PAR=#0x3,#0x4,cc,cb,#0x1 : MRS <Xt>, ICH_VTR_EL2
ADDR=0x34cb2 NAME=ICH_MISR_EL2 PAR=#0x3,#0x4,cc,cb,#0x2 : MRS <Xt>, ICH_MISR_EL2
ADDR=0x34cb3 NAME=ICH_EISR_EL2 PAR=#0x3,#0x4,cc,cb,#0x3 : MRS <Xt>, ICH_EISR_EL2
ADDR=0x34cb5 NAME=ICH_ELRSR_EL2 PAR=#0x3,#0x4,cc,cb,#0x5 : MRS <Xt>, ICH_ELRSR_EL2
ADDR=0x34cb7 NAME=ICH_VMCR_EL2 PAR=#0x3,#0x4,cc,cb,#0x7 : MRS <Xt>, ICH_VMCR_EL2
ADDR=0x34cb7 NAME=ICH_VMCR_EL2 PAR=#0x3,#0x4,cc,cb,#0x7 : MSR ICH_VMCR_EL2, <Xt>
ADDR=0x34cc0 NAME=ICH_LR0_EL2 PAR=#0x3,#0x4,cc,cc,#0x0 : MRS <Xt>, ICH_LR0_EL2
ADDR=0x34cc1 NAME=ICH_LR1_EL2 PAR=#0x3,#0x4,cc,cc,#0x1 : MRS <Xt>, ICH_LR1_EL2
ADDR=0x34cc2 NAME=ICH_LR2_EL2 PAR=#0x3,#0x4,cc,cc,#0x2 : MRS <Xt>, ICH_LR2_EL2
ADDR=0x34cc3 NAME=ICH_LR3_EL2 PAR=#0x3,#0x4,cc,cc,#0x3 : MRS <Xt>, ICH_LR3_EL2
ADDR=0x34cc4 NAME=ICH_LR4_EL2 PAR=#0x3,#0x4,cc,cc,#0x4 : MRS <Xt>, ICH_LR4_EL2
ADDR=0x34cc5 NAME=ICH_LR5_EL2 PAR=#0x3,#0x4,cc,cc,#0x5 : MRS <Xt>, ICH_LR5_EL2
ADDR=0x34cc6 NAME=ICH_LR6_EL2 PAR=#0x3,#0x4,cc,cc,#0x6 : MRS <Xt>, ICH_LR6_EL2
ADDR=0x34cc7 NAME=ICH_LR7_EL2 PAR=#0x3,#0x4,cc,cc,#0x7 : MRS <Xt>, ICH_LR7_EL2
ADDR=0x34cd0 NAME=ICH_LR8_EL2 PAR=#0x3,#0x4,cc,cd,#0x0 : MRS <Xt>, ICH_LR8_EL2
ADDR=0x34cd1 NAME=ICH_LR9_EL2 PAR=#0x3,#0x4,cc,cd,#0x1 : MRS <Xt>, ICH_LR9_EL2
ADDR=0x34cd2 NAME=ICH_LR10_EL2 PAR=#0x3,#0x4,cc,cd,#0x2 : MRS <Xt>, ICH_LR10_EL2
ADDR=0x34cd3 NAME=ICH_LR11_EL2 PAR=#0x3,#0x4,cc,cd,#0x3 : MRS <Xt>, ICH_LR11_EL2
ADDR=0x34cd4 NAME=ICH_LR12_EL2 PAR=#0x3,#0x4,cc,cd,#0x4 : MRS <Xt>, ICH_LR12_EL2
ADDR=0x34cd5 NAME=ICH_LR13_EL2 PAR=#0x3,#0x4,cc,cd,#0x5 : MRS <Xt>, ICH_LR13_EL2
ADDR=0x34cd6 NAME=ICH_LR14_EL2 PAR=#0x3,#0x4,cc,cd,#0x6 : MRS <Xt>, ICH_LR14_EL2
ADDR=0x34cd7 NAME=ICH_LR15_EL2 PAR=#0x3,#0x4,cc,cd,#0x7 : MRS <Xt>, ICH_LR15_EL2
ADDR=0x34cc0 NAME=ICH_LR0_EL2 PAR=#0x3,#0x4,cc,cc,#0x0 : MSR ICH_LR0_EL2, <Xt>
ADDR=0x34cc1 NAME=ICH_LR1_EL2 PAR=#0x3,#0x4,cc,cc,#0x1 : MSR ICH_LR1_EL2, <Xt>
ADDR=0x34cc2 NAME=ICH_LR2_EL2 PAR=#0x3,#0x4,cc,cc,#0x2 : MSR ICH_LR2_EL2, <Xt>
ADDR=0x34cc3 NAME=ICH_LR3_EL2 PAR=#0x3,#0x4,cc,cc,#0x3 : MSR ICH_LR3_EL2, <Xt>
ADDR=0x34cc4 NAME=ICH_LR4_EL2 PAR=#0x3,#0x4,cc,cc,#0x4 : MSR ICH_LR4_EL2, <Xt>
ADDR=0x34cc5 NAME=ICH_LR5_EL2 PAR=#0x3,#0x4,cc,cc,#0x5 : MSR ICH_LR5_EL2, <Xt>
ADDR=0x34cc6 NAME=ICH_LR6_EL2 PAR=#0x3,#0x4,cc,cc,#0x6 : MSR ICH_LR6_EL2, <Xt>
ADDR=0x34cc7 NAME=ICH_LR7_EL2 PAR=#0x3,#0x4,cc,cc,#0x7 : MSR ICH_LR7_EL2, <Xt>
ADDR=0x34cd0 NAME=ICH_LR8_EL2 PAR=#0x3,#0x4,cc,cd,#0x0 : MSR ICH_LR8_EL2, <Xt>
ADDR=0x34cd1 NAME=ICH_LR9_EL2 PAR=#0x3,#0x4,cc,cd,#0x1 : MSR ICH_LR9_EL2, <Xt>
ADDR=0x34cd2 NAME=ICH_LR10_EL2 PAR=#0x3,#0x4,cc,cd,#0x2 : MSR ICH_LR10_EL2, <Xt>
ADDR=0x34cd3 NAME=ICH_LR11_EL2 PAR=#0x3,#0x4,cc,cd,#0x3 : MSR ICH_LR11_EL2, <Xt>
ADDR=0x34cd4 NAME=ICH_LR12_EL2 PAR=#0x3,#0x4,cc,cd,#0x4 : MSR ICH_LR12_EL2, <Xt>
ADDR=0x34cd5 NAME=ICH_LR13_EL2 PAR=#0x3,#0x4,cc,cd,#0x5 : MSR ICH_LR13_EL2, <Xt>
ADDR=0x34cd6 NAME=ICH_LR14_EL2 PAR=#0x3,#0x4,cc,cd,#0x6 : MSR ICH_LR14_EL2, <Xt>
ADDR=0x34cd7 NAME=ICH_LR15_EL2 PAR=#0x3,#0x4,cc,cd,#0x7 : MSR ICH_LR15_EL2, <Xt>
ADDR=0x34d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x4,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL2
ADDR=0x34d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x4,cd,c0,#0x1 : MSR CONTEXTIDR_EL2, <Xt>
ADDR=0x30d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x0,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL1
ADDR=0x30d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x0,cd,c0,#0x1 : MSR CONTEXTIDR_EL1, <Xt>
ADDR=0x34d02 NAME=TPIDR_EL2 PAR=#0x3,#0x4,cd,c0,#0x2 : MRS <Xt>, TPIDR_EL2
ADDR=0x34d02 NAME=TPIDR_EL2 PAR=#0x3,#0x4,cd,c0,#0x2 : MSR TPIDR_EL2, <Xt>
ADDR=0x34d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x4,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL2
ADDR=0x34d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x4,cd,c0,#0x7 : MSR SCXTNUM_EL2, <Xt>
ADDR=0x30d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x0,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL1
ADDR=0x30d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x0,cd,c0,#0x7 : MSR SCXTNUM_EL1, <Xt>
ADDR=0x34d80 NAME=AMEVCNTVOFF00_EL2 PAR=#0x3,#0x4,cd,c8,#0x0 : MRS <Xt>, AMEVCNTVOFF00_EL2
ADDR=0x34d81 NAME=AMEVCNTVOFF01_EL2 PAR=#0x3,#0x4,cd,c8,#0x1 : MRS <Xt>, AMEVCNTVOFF01_EL2
ADDR=0x34d82 NAME=AMEVCNTVOFF02_EL2 PAR=#0x3,#0x4,cd,c8,#0x2 : MRS <Xt>, AMEVCNTVOFF02_EL2
ADDR=0x34d83 NAME=AMEVCNTVOFF03_EL2 PAR=#0x3,#0x4,cd,c8,#0x3 : MRS <Xt>, AMEVCNTVOFF03_EL2
ADDR=0x34d84 NAME=AMEVCNTVOFF04_EL2 PAR=#0x3,#0x4,cd,c8,#0x4 : MRS <Xt>, AMEVCNTVOFF04_EL2
ADDR=0x34d85 NAME=AMEVCNTVOFF05_EL2 PAR=#0x3,#0x4,cd,c8,#0x5 : MRS <Xt>, AMEVCNTVOFF05_EL2
ADDR=0x34d86 NAME=AMEVCNTVOFF06_EL2 PAR=#0x3,#0x4,cd,c8,#0x6 : MRS <Xt>, AMEVCNTVOFF06_EL2
ADDR=0x34d87 NAME=AMEVCNTVOFF07_EL2 PAR=#0x3,#0x4,cd,c8,#0x7 : MRS <Xt>, AMEVCNTVOFF07_EL2
ADDR=0x34d90 NAME=AMEVCNTVOFF08_EL2 PAR=#0x3,#0x4,cd,c9,#0x0 : MRS <Xt>, AMEVCNTVOFF08_EL2
ADDR=0x34d91 NAME=AMEVCNTVOFF09_EL2 PAR=#0x3,#0x4,cd,c9,#0x1 : MRS <Xt>, AMEVCNTVOFF09_EL2
ADDR=0x34d92 NAME=AMEVCNTVOFF010_EL2 PAR=#0x3,#0x4,cd,c9,#0x2 : MRS <Xt>, AMEVCNTVOFF010_EL2
ADDR=0x34d93 NAME=AMEVCNTVOFF011_EL2 PAR=#0x3,#0x4,cd,c9,#0x3 : MRS <Xt>, AMEVCNTVOFF011_EL2
ADDR=0x34d94 NAME=AMEVCNTVOFF012_EL2 PAR=#0x3,#0x4,cd,c9,#0x4 : MRS <Xt>, AMEVCNTVOFF012_EL2
ADDR=0x34d95 NAME=AMEVCNTVOFF013_EL2 PAR=#0x3,#0x4,cd,c9,#0x5 : MRS <Xt>, AMEVCNTVOFF013_EL2
ADDR=0x34d96 NAME=AMEVCNTVOFF014_EL2 PAR=#0x3,#0x4,cd,c9,#0x6 : MRS <Xt>, AMEVCNTVOFF014_EL2
ADDR=0x34d97 NAME=AMEVCNTVOFF015_EL2 PAR=#0x3,#0x4,cd,c9,#0x7 : MRS <Xt>, AMEVCNTVOFF015_EL2
ADDR=0x34d80 NAME=AMEVCNTVOFF00_EL2 PAR=#0x3,#0x4,cd,c8,#0x0 : MSR AMEVCNTVOFF00_EL2, <Xt>
ADDR=0x34d81 NAME=AMEVCNTVOFF01_EL2 PAR=#0x3,#0x4,cd,c8,#0x1 : MSR AMEVCNTVOFF01_EL2, <Xt>
ADDR=0x34d82 NAME=AMEVCNTVOFF02_EL2 PAR=#0x3,#0x4,cd,c8,#0x2 : MSR AMEVCNTVOFF02_EL2, <Xt>
ADDR=0x34d83 NAME=AMEVCNTVOFF03_EL2 PAR=#0x3,#0x4,cd,c8,#0x3 : MSR AMEVCNTVOFF03_EL2, <Xt>
ADDR=0x34d84 NAME=AMEVCNTVOFF04_EL2 PAR=#0x3,#0x4,cd,c8,#0x4 : MSR AMEVCNTVOFF04_EL2, <Xt>
ADDR=0x34d85 NAME=AMEVCNTVOFF05_EL2 PAR=#0x3,#0x4,cd,c8,#0x5 : MSR AMEVCNTVOFF05_EL2, <Xt>
ADDR=0x34d86 NAME=AMEVCNTVOFF06_EL2 PAR=#0x3,#0x4,cd,c8,#0x6 : MSR AMEVCNTVOFF06_EL2, <Xt>
ADDR=0x34d87 NAME=AMEVCNTVOFF07_EL2 PAR=#0x3,#0x4,cd,c8,#0x7 : MSR AMEVCNTVOFF07_EL2, <Xt>
ADDR=0x34d90 NAME=AMEVCNTVOFF08_EL2 PAR=#0x3,#0x4,cd,c9,#0x0 : MSR AMEVCNTVOFF08_EL2, <Xt>
ADDR=0x34d91 NAME=AMEVCNTVOFF09_EL2 PAR=#0x3,#0x4,cd,c9,#0x1 : MSR AMEVCNTVOFF09_EL2, <Xt>
ADDR=0x34d92 NAME=AMEVCNTVOFF010_EL2 PAR=#0x3,#0x4,cd,c9,#0x2 : MSR AMEVCNTVOFF010_EL2, <Xt>
ADDR=0x34d93 NAME=AMEVCNTVOFF011_EL2 PAR=#0x3,#0x4,cd,c9,#0x3 : MSR AMEVCNTVOFF011_EL2, <Xt>
ADDR=0x34d94 NAME=AMEVCNTVOFF012_EL2 PAR=#0x3,#0x4,cd,c9,#0x4 : MSR AMEVCNTVOFF012_EL2, <Xt>
ADDR=0x34d95 NAME=AMEVCNTVOFF013_EL2 PAR=#0x3,#0x4,cd,c9,#0x5 : MSR AMEVCNTVOFF013_EL2, <Xt>
ADDR=0x34d96 NAME=AMEVCNTVOFF014_EL2 PAR=#0x3,#0x4,cd,c9,#0x6 : MSR AMEVCNTVOFF014_EL2, <Xt>
ADDR=0x34d97 NAME=AMEVCNTVOFF015_EL2 PAR=#0x3,#0x4,cd,c9,#0x7 : MSR AMEVCNTVOFF015_EL2, <Xt>
ADDR=0x34da0 NAME=AMEVCNTVOFF10_EL2 PAR=#0x3,#0x4,cd,ca,#0x0 : MRS <Xt>, AMEVCNTVOFF10_EL2
ADDR=0x34da1 NAME=AMEVCNTVOFF11_EL2 PAR=#0x3,#0x4,cd,ca,#0x1 : MRS <Xt>, AMEVCNTVOFF11_EL2
ADDR=0x34da2 NAME=AMEVCNTVOFF12_EL2 PAR=#0x3,#0x4,cd,ca,#0x2 : MRS <Xt>, AMEVCNTVOFF12_EL2
ADDR=0x34da3 NAME=AMEVCNTVOFF13_EL2 PAR=#0x3,#0x4,cd,ca,#0x3 : MRS <Xt>, AMEVCNTVOFF13_EL2
ADDR=0x34da4 NAME=AMEVCNTVOFF14_EL2 PAR=#0x3,#0x4,cd,ca,#0x4 : MRS <Xt>, AMEVCNTVOFF14_EL2
ADDR=0x34da5 NAME=AMEVCNTVOFF15_EL2 PAR=#0x3,#0x4,cd,ca,#0x5 : MRS <Xt>, AMEVCNTVOFF15_EL2
ADDR=0x34da6 NAME=AMEVCNTVOFF16_EL2 PAR=#0x3,#0x4,cd,ca,#0x6 : MRS <Xt>, AMEVCNTVOFF16_EL2
ADDR=0x34da7 NAME=AMEVCNTVOFF17_EL2 PAR=#0x3,#0x4,cd,ca,#0x7 : MRS <Xt>, AMEVCNTVOFF17_EL2
ADDR=0x34db0 NAME=AMEVCNTVOFF18_EL2 PAR=#0x3,#0x4,cd,cb,#0x0 : MRS <Xt>, AMEVCNTVOFF18_EL2
ADDR=0x34db1 NAME=AMEVCNTVOFF19_EL2 PAR=#0x3,#0x4,cd,cb,#0x1 : MRS <Xt>, AMEVCNTVOFF19_EL2
ADDR=0x34db2 NAME=AMEVCNTVOFF110_EL2 PAR=#0x3,#0x4,cd,cb,#0x2 : MRS <Xt>, AMEVCNTVOFF110_EL2
ADDR=0x34db3 NAME=AMEVCNTVOFF111_EL2 PAR=#0x3,#0x4,cd,cb,#0x3 : MRS <Xt>, AMEVCNTVOFF111_EL2
ADDR=0x34db4 NAME=AMEVCNTVOFF112_EL2 PAR=#0x3,#0x4,cd,cb,#0x4 : MRS <Xt>, AMEVCNTVOFF112_EL2
ADDR=0x34db5 NAME=AMEVCNTVOFF113_EL2 PAR=#0x3,#0x4,cd,cb,#0x5 : MRS <Xt>, AMEVCNTVOFF113_EL2
ADDR=0x34db6 NAME=AMEVCNTVOFF114_EL2 PAR=#0x3,#0x4,cd,cb,#0x6 : MRS <Xt>, AMEVCNTVOFF114_EL2
ADDR=0x34db7 NAME=AMEVCNTVOFF115_EL2 PAR=#0x3,#0x4,cd,cb,#0x7 : MRS <Xt>, AMEVCNTVOFF115_EL2
ADDR=0x34da0 NAME=AMEVCNTVOFF10_EL2 PAR=#0x3,#0x4,cd,ca,#0x0 : MSR AMEVCNTVOFF10_EL2, <Xt>
ADDR=0x34da1 NAME=AMEVCNTVOFF11_EL2 PAR=#0x3,#0x4,cd,ca,#0x1 : MSR AMEVCNTVOFF11_EL2, <Xt>
ADDR=0x34da2 NAME=AMEVCNTVOFF12_EL2 PAR=#0x3,#0x4,cd,ca,#0x2 : MSR AMEVCNTVOFF12_EL2, <Xt>
ADDR=0x34da3 NAME=AMEVCNTVOFF13_EL2 PAR=#0x3,#0x4,cd,ca,#0x3 : MSR AMEVCNTVOFF13_EL2, <Xt>
ADDR=0x34da4 NAME=AMEVCNTVOFF14_EL2 PAR=#0x3,#0x4,cd,ca,#0x4 : MSR AMEVCNTVOFF14_EL2, <Xt>
ADDR=0x34da5 NAME=AMEVCNTVOFF15_EL2 PAR=#0x3,#0x4,cd,ca,#0x5 : MSR AMEVCNTVOFF15_EL2, <Xt>
ADDR=0x34da6 NAME=AMEVCNTVOFF16_EL2 PAR=#0x3,#0x4,cd,ca,#0x6 : MSR AMEVCNTVOFF16_EL2, <Xt>
ADDR=0x34da7 NAME=AMEVCNTVOFF17_EL2 PAR=#0x3,#0x4,cd,ca,#0x7 : MSR AMEVCNTVOFF17_EL2, <Xt>
ADDR=0x34db0 NAME=AMEVCNTVOFF18_EL2 PAR=#0x3,#0x4,cd,cb,#0x0 : MSR AMEVCNTVOFF18_EL2, <Xt>
ADDR=0x34db1 NAME=AMEVCNTVOFF19_EL2 PAR=#0x3,#0x4,cd,cb,#0x1 : MSR AMEVCNTVOFF19_EL2, <Xt>
ADDR=0x34db2 NAME=AMEVCNTVOFF110_EL2 PAR=#0x3,#0x4,cd,cb,#0x2 : MSR AMEVCNTVOFF110_EL2, <Xt>
ADDR=0x34db3 NAME=AMEVCNTVOFF111_EL2 PAR=#0x3,#0x4,cd,cb,#0x3 : MSR AMEVCNTVOFF111_EL2, <Xt>
ADDR=0x34db4 NAME=AMEVCNTVOFF112_EL2 PAR=#0x3,#0x4,cd,cb,#0x4 : MSR AMEVCNTVOFF112_EL2, <Xt>
ADDR=0x34db5 NAME=AMEVCNTVOFF113_EL2 PAR=#0x3,#0x4,cd,cb,#0x5 : MSR AMEVCNTVOFF113_EL2, <Xt>
ADDR=0x34db6 NAME=AMEVCNTVOFF114_EL2 PAR=#0x3,#0x4,cd,cb,#0x6 : MSR AMEVCNTVOFF114_EL2, <Xt>
ADDR=0x34db7 NAME=AMEVCNTVOFF115_EL2 PAR=#0x3,#0x4,cd,cb,#0x7 : MSR AMEVCNTVOFF115_EL2, <Xt>
ADDR=0x34e03 NAME=CNTVOFF_EL2 PAR=#0x3,#0x4,ce,c0,#0x3 : MRS <Xt>, CNTVOFF_EL2
ADDR=0x34e03 NAME=CNTVOFF_EL2 PAR=#0x3,#0x4,ce,c0,#0x3 : MSR CNTVOFF_EL2, <Xt>
ADDR=0x34e06 NAME=CNTPOFF_EL2 PAR=#0x3,#0x4,ce,c0,#0x6 : MRS <Xt>, CNTPOFF_EL2
ADDR=0x34e06 NAME=CNTPOFF_EL2 PAR=#0x3,#0x4,ce,c0,#0x6 : MSR CNTPOFF_EL2, <Xt>
ADDR=0x34e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x4,ce,c1,#0x0 : MRS <Xt>, CNTHCTL_EL2
ADDR=0x34e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x4,ce,c1,#0x0 : MSR CNTHCTL_EL2, <Xt>
ADDR=0x30e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x0,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL1
ADDR=0x30e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x0,ce,c1,#0x0 : MSR CNTKCTL_EL1, <Xt>
ADDR=0x34e20 NAME=CNTHP_TVAL_EL2 PAR=#0x3,#0x4,ce,c2,#0x0 : MRS <Xt>, CNTHP_TVAL_EL2
ADDR=0x34e20 NAME=CNTHP_TVAL_EL2 PAR=#0x3,#0x4,ce,c2,#0x0 : MSR CNTHP_TVAL_EL2, <Xt>
ADDR=0x33e20 NAME=CNTHP_TVAL_EL2 PAR=#0x3,#0x3,ce,c2,#0x0 : MRS <Xt>, CNTP_TVAL_EL0
ADDR=0x33e20 NAME=CNTHP_TVAL_EL2 PAR=#0x3,#0x3,ce,c2,#0x0 : MSR CNTP_TVAL_EL0, <Xt>
ADDR=0x34e21 NAME=CNTHP_CTL_EL2 PAR=#0x3,#0x4,ce,c2,#0x1 : MRS <Xt>, CNTHP_CTL_EL2
ADDR=0x34e21 NAME=CNTHP_CTL_EL2 PAR=#0x3,#0x4,ce,c2,#0x1 : MSR CNTHP_CTL_EL2, <Xt>
ADDR=0x33e21 NAME=CNTHP_CTL_EL2 PAR=#0x3,#0x3,ce,c2,#0x1 : MRS <Xt>, CNTP_CTL_EL0
ADDR=0x33e21 NAME=CNTHP_CTL_EL2 PAR=#0x3,#0x3,ce,c2,#0x1 : MSR CNTP_CTL_EL0, <Xt>
ADDR=0x34e22 NAME=CNTHP_CVAL_EL2 PAR=#0x3,#0x4,ce,c2,#0x2 : MRS <Xt>, CNTHP_CVAL_EL2
ADDR=0x34e22 NAME=CNTHP_CVAL_EL2 PAR=#0x3,#0x4,ce,c2,#0x2 : MSR CNTHP_CVAL_EL2, <Xt>
ADDR=0x33e22 NAME=CNTHP_CVAL_EL2 PAR=#0x3,#0x3,ce,c2,#0x2 : MRS <Xt>, CNTP_CVAL_EL0
ADDR=0x33e22 NAME=CNTHP_CVAL_EL2 PAR=#0x3,#0x3,ce,c2,#0x2 : MSR CNTP_CVAL_EL0, <Xt>
ADDR=0x34e30 NAME=CNTHV_TVAL_EL2 PAR=#0x3,#0x4,ce,c3,#0x0 : MRS <Xt>, CNTHV_TVAL_EL2
ADDR=0x34e30 NAME=CNTHV_TVAL_EL2 PAR=#0x3,#0x4,ce,c3,#0x0 : MSR CNTHV_TVAL_EL2, <Xt>
ADDR=0x33e30 NAME=CNTHV_TVAL_EL2 PAR=#0x3,#0x3,ce,c3,#0x0 : MRS <Xt>, CNTV_TVAL_EL0
ADDR=0x33e30 NAME=CNTHV_TVAL_EL2 PAR=#0x3,#0x3,ce,c3,#0x0 : MSR CNTV_TVAL_EL0, <Xt>
ADDR=0x34e31 NAME=CNTHV_CTL_EL2 PAR=#0x3,#0x4,ce,c3,#0x1 : MRS <Xt>, CNTHV_CTL_EL2
ADDR=0x34e31 NAME=CNTHV_CTL_EL2 PAR=#0x3,#0x4,ce,c3,#0x1 : MSR CNTHV_CTL_EL2, <Xt>
ADDR=0x33e31 NAME=CNTHV_CTL_EL2 PAR=#0x3,#0x3,ce,c3,#0x1 : MRS <Xt>, CNTV_CTL_EL0
ADDR=0x33e31 NAME=CNTHV_CTL_EL2 PAR=#0x3,#0x3,ce,c3,#0x1 : MSR CNTV_CTL_EL0, <Xt>
ADDR=0x34e32 NAME=CNTHV_CVAL_EL2 PAR=#0x3,#0x4,ce,c3,#0x2 : MRS <Xt>, CNTHV_CVAL_EL2
